keybits,outer,inner,total_ticks,empty_ticks,corrected_ticks,qpc_freq,ns_total,ns_per_call,stat_mode,sink,scenario
128,21,32768,10296035,144982,10149135,1000000000,10296035.294118,314.210061,trimmed_mean,10396383079285726869,server
